Year,Month,Day,Hour,TH1,TH2
2013,1,30,10,0,0.606675
2013,1,30,11,0,0.558135
2013,1,30,12,0,0.4364035
2013,1,30,13,0,0.362542
2013,1,30,14,0,0.52764
2013,1,30,15,0,0.4735385
2013,1,30,16,0,0.4093215
2013,1,30,17,0,0.391738
2013,1,30,18,0,0.3680245
2013,1,30,19,0,0.3686585
2013,1,30,20,0,0.3778155
2013,1,30,21,0,0.4350615
2013,1,30,22,0,0.4708565
2013,1,30,23,0,0.3933875
2013,1,31,0,0,0.386331
2013,1,31,1,0,0.3705155
2013,1,31,2,0,0.374789
2013,1,31,3,0,0.3796615
2013,1,31,4,0,0.474397
2013,1,31,5,0,0.583495
2013,1,31,6,0,0.66122
2013,1,31,7,0,0.70858
2013,1,31,8,0,0.70755
2013,1,31,9,0,0.68104
2013,1,31,10,0,0.675635
2013,1,31,11,0,0.614755
2013,1,31,12,0,0.479169
2013,1,31,13,0,0.385936
2013,1,31,14,0,0.3762345
2013,1,31,15,0,0.398129
2013,1,31,16,0,0.3761635
2013,1,31,17,0,0.345806
2013,1,31,18,0,0.356495
2013,1,31,19,0,0.3622865
2013,1,31,20,0,0.39805
2013,1,31,21,0,0.3529025
2013,1,31,22,0,0.3891845
2013,1,31,23,0,0.4601155
2013,2,1,0,0,0.451588
2013,2,1,1,0,0.427818
2013,2,1,2,0,0.500275
2013,2,1,3,0,0.425029
2013,2,1,4,0,0.410198
2013,2,1,5,0,0.618965
2013,2,1,6,0,0.693265
2013,2,1,7,0,0.743735
2013,2,1,8,0,0.76197
2013,2,1,9,0,0.743065
2013,2,1,10,0,0.692575
2013,2,1,11,0,0.614305
2013,2,1,12,0,0.52792
2013,2,1,13,0,0.4376825
2013,2,1,14,0,0.3876645
2013,2,1,15,0,0.3497185
2013,2,1,16,0,0.3998705
2013,2,1,17,0,0.488731
2013,2,1,18,0,0.535935
2013,2,1,19,0,0.539775
2013,2,1,20,0,0.53637
2013,2,1,21,0,0.570875
2013,2,1,22,0,0.566425
2013,2,1,23,0,0.56293
2013,2,2,0,0,0.581225
2013,2,2,1,0,0.57835
2013,2,2,2,0,0.513495
2013,2,2,3,0,0.405171
2013,2,2,4,0,0.4142905
2013,2,2,5,0,0.625385
2013,2,2,6,0,0.733615
2013,2,2,7,0,0.742065
2013,2,2,8,0,0.74238
2013,2,2,9,0,0.71592
2013,2,2,10,0,0.68785
2013,2,2,11,0,0.602935
2013,2,2,12,0,0.495747
2013,2,2,13,0,0.393047
2013,2,2,14,0,0.357147
2013,2,2,15,0,0.389743
2013,2,2,16,0,0.37446
2013,2,2,17,0,0.4030645
2013,2,2,18,0,0.425508
2013,2,2,19,0,0.417503
2013,2,2,20,0,0.397754
2013,2,2,21,0,0.416579
2013,2,2,22,0,0.4388645
2013,2,2,23,0,0.530905
2013,2,3,0,0,0.56374
2013,2,3,1,0,0.53588
2013,2,3,2,0,0.50666
2013,2,3,3,0,0.420946
2013,2,3,4,0,0.452222
2013,2,3,5,0,0.66863
2013,2,3,6,0,0.751845
2013,2,3,7,0,0.762235
2013,2,3,8,0,0.745705
2013,2,3,9,0,0.73263
2013,2,3,10,0,0.69843
2013,2,3,11,0,0.5683
2013,2,3,12,0,0.492508
2013,2,3,13,0,0.4430835
2013,2,3,14,0,0.436071
2013,2,3,15,0,0.397904
2013,2,3,16,0,0.3919575
2013,2,3,17,0,0.375446
2013,2,3,18,0,0.347019
2013,2,3,19,0,0.3862995
2013,2,3,20,0,0.4007895
2013,2,3,21,0,0.391845
2013,2,3,22,0,0.4119985
2013,2,3,23,0,0.382777
2013,2,4,0,0,0.402931
2013,2,4,1,0,0.4285115
2013,2,4,2,0,0.4097485
2013,2,4,3,0,0.3375275
2013,2,4,4,0,0.4952775
2013,2,4,5,0,0.634765
2013,2,4,6,0,0.68633
2013,2,4,7,0,0.730615
2013,2,4,8,0,0.729945
2013,2,4,9,0,0.707595
2013,2,4,10,0,0.62718
2013,2,4,11,0,0.611325
2013,2,4,12,0,0.471638
2013,2,4,13,0,0.423899
2013,2,4,14,0,0.4612025
2013,2,4,15,0,0.4228705
2013,2,4,16,0,0.407444
2013,2,4,17,0,0.3897815
2013,2,4,18,0,0.381113
2013,2,4,19,0,0.4004595
2013,2,4,20,0,0.395143
2013,2,4,21,0,0.3957845
2013,2,4,22,0,0.4191485
2013,2,4,23,0,0.388988
2013,2,5,0,0,0.384967
2013,2,5,1,0,0.4095935
2013,2,5,2,0,0.39075
2013,2,5,3,0,0.3620265
2013,2,5,4,0,0.51436
2013,2,5,5,0,0.622725
2013,2,5,6,0,0.688685
2013,2,5,7,0,0.71486
2013,2,5,8,0,0.712555
2013,2,5,9,0,0.717155
2013,2,5,10,0,0.68338
2013,2,5,11,0,0.652915
2013,2,5,12,0,0.50862
